"play_id","penaltySeverity","penaltyMinutes"
"2015020562_116","Major",5
"2015020562_130","Minor",2
"2015020562_248","Minor",2
"2015020562_267","Minor",2
"2016020264_51","Minor",2
"2016020264_67","Minor",2
"2016020264_94","Minor",2
"2016020264_128","Minor",2
"2016020264_171","Minor",2
"2016020264_183","Minor",2
"2016020264_229","Minor",2
"2016020264_320","Minor",2
"2016020264_321","Minor",2
"2016020264_322","Minor",2
"2016020264_335","Minor",2
"2016020264_364","Major",5
"2017021046_7","Minor",2
"2017021046_119","Minor",2
"2017021046_227","Minor",2
"2017021046_263","Minor",2
"2017021046_286","Minor",2
"2015020201_78","Minor",2
"2015020201_155","Minor",2
"2015020201_160","Minor",2
"2015020201_199","Minor",2
"2015020079_23","Minor",2
"2015020079_140","Major",5
"2015020079_141","Major",5
"2015020079_142","Major",5
"2015020079_143","Major",5
"2015020079_144","Game Misconduct",10
"2015020079_145","Game Misconduct",10
"2015020079_153","Minor",2
"2015020079_177","Minor",2
"2015020079_200","Minor",2
"2015020079_257","Minor",2
"2015020079_272","Minor",2
"2015020079_284","Minor",2
"2015020079_287","Minor",2
"2015020079_297","Minor",2
"2015020079_310","Minor",2
"2017020214_80","Minor",2
"2017020214_122","Minor",2
"2017020214_141","Minor",2
"2017020214_147","Minor",2
"2017020214_193","Minor",2
"2017020214_258","Major",5
"2017020214_259","Major",5
"2017020214_285","Minor",2
"2016020683_20","Minor",2
"2016020683_57","Minor",2
"2016020683_100","Minor",2
"2016020683_204","Minor",2
"2016020683_228","Bench Minor",2
"2016020683_271","Major",5
"2016020683_272","Major",5
"2016020683_282","Minor",2
"2017020285_104","Minor",2
"2017020285_128","Minor",2
"2017020285_162","Minor",2
"2017020285_163","Minor",2
"2017020285_164","Minor",2
"2017020285_165","Minor",2
"2017020285_169","Minor",2
"2017020285_180","Minor",2
"2017020285_190","Minor",2
"2017020285_199","Minor",2
"2017020285_234","Minor",2
"2017020285_235","Minor",2
"2017020285_236","Minor",2
"2017020285_237","Minor",2
"2017020285_238","Minor",2
"2017020285_247","Penalty Shot",0
"2017020285_268","Minor",2
"2017020285_286","Minor",2
"2017020285_308","Minor",2
"2017020285_316","Minor",2
"2017020423_67","Minor",2
"2017020423_87","Minor",2
"2017020423_94","Minor",2
"2017020423_151","Minor",2
"2017020423_160","Misconduct",10
"2015020516_83","Minor",2
"2015020516_84","Minor",2
"2015020516_85","Minor",2
"2015020516_144","Minor",2
"2015020516_161","Bench Minor",2
"2015020516_173","Minor",2
"2015020516_198","Minor",2
"2015020516_253","Minor",2
"2015020516_258","Minor",2
"2017020930_149","Minor",2
"2017020930_171","Minor",2
"2017020930_197","Minor",2
"2017020930_212","Minor",2
"2017020930_276","Minor",2
"2017020301_42","Minor",2
"2017020301_53","Minor",2
"2017020301_94","Minor",2
"2017020301_120","Minor",2
"2017020301_155","Minor",2
"2017020301_174","Minor",2
"2017020301_203","Minor",2
"2017020301_299","Penalty Shot",0
"2017020301_313","Minor",2
"2017020301_314","Minor",2
"2015021029_41","Minor",2
"2015021029_130","Minor",2
"2015021029_141","Minor",2
"2015021029_158","Minor",2
"2015021029_229","Minor",2
"2015021029_232","Penalty Shot",0
"2016020884_29","Minor",2
"2016020884_38","Minor",2
"2016020884_101","Minor",2
"2016020884_114","Minor",2
"2016020884_142","Minor",2
"2016020884_192","Minor",2
"2016020884_212","Minor",2
"2016020884_216","Minor",2
"2016020884_332","Minor",2
"2017021066_45","Minor",2
"2017021066_76","Minor",2
"2017021066_107","Minor",2
"2017021066_200","Minor",2
"2017021066_264","Bench Minor",2
"2016020906_41","Minor",2
"2016020906_77","Minor",2
"2016020906_78","Minor",2
"2016020906_83","Minor",2
"2016020906_122","Minor",2
"2016020906_153","Minor",2
"2016020906_252","Minor",2
"2016020906_261","Major",5
"2016020906_262","Major",5
"2016020906_263","Minor",2
"2016020906_264","Minor",2
"2017021087_7","Minor",2
"2017021087_112","Major",5
"2017021087_113","Misconduct",10
"2017021087_114","Minor",2
"2017021087_115","Match",10
"2017021087_116","Major",5
"2017021087_212","Minor",2
"2017021087_224","Minor",2
"2017021087_266","Minor",2
"2017021087_320","Minor",2
"2016020885_72","Minor",2
"2016020885_90","Minor",2
"2016020885_122","Minor",2
"2016020885_190","Minor",2
"2016020885_192","Bench Minor",2
"2016020885_226","Minor",2
"2016020885_233","Major",5
"2016020885_234","Major",5
"2016020885_235","Minor",2
"2016020885_236","Minor",2
"2016020885_254","Minor",2
"2016020885_255","Minor",2
"2016020885_256","Minor",2
"2016020885_334","Minor",2
"2016020885_346","Minor",2
"2016020560_83","Minor",2
"2016020560_156","Minor",2
"2016020560_192","Minor",2
"2016020560_255","Minor",2
"2016020560_256","Minor",2
"2016020560_285","Minor",2
"2016020986_32","Minor",2
"2016020986_66","Minor",2
"2016020986_277","Minor",2
"2016020986_291","Minor",2
"2016020986_297","Minor",2
"2015020906_91","Minor",2
"2015020906_121","Minor",2
"2015020906_137","Minor",2
"2015020906_272","Minor",2
"2017020625_74","Minor",2
"2017020625_85","Minor",2
"2017020625_143","Minor",2
"2017020625_187","Minor",2
"2017020625_206","Minor",2
"2017020625_240","Minor",2
"2015020646_39","Minor",2
"2015020646_40","Minor",2
"2015020646_41","Minor",2
"2015020646_122","Minor",2
"2015020646_135","Bench Minor",2
"2015020646_229","Minor",2
"2015020646_230","Minor",2
"2015020646_253","Minor",2
"2015020646_261","Minor",2
"2016020119_7","Minor",2
"2016020119_29","Minor",2
"2016020119_49","Bench Minor",2
"2016020119_106","Minor",2
"2016020119_237","Minor",2
"2016020070_35","Minor",2
"2016020070_46","Minor",2
"2016020070_99","Minor",2
"2016020070_151","Minor",2
"2016020070_170","Minor",2
"2016020070_245","Minor",2
"2016020070_247","Minor",2
"2016020070_263","Minor",2
"2016020070_275","Minor",2
"2016020070_293","Minor",2
"2016020070_294","Minor",2
"2016020348_37","Minor",2
"2016020348_91","Minor",2
"2016020348_110","Minor",2
"2016020348_198","Minor",2
"2016020348_206","Minor",2
"2016020348_229","Minor",2
"2016020348_248","Minor",2
"2016020348_297","Minor",2
"2016021004_105","Minor",2
"2016021004_138","Minor",2
"2016021004_237","Minor",2
"2016021004_296","Minor",2
"2015020540_31","Minor",2
"2015020540_42","Minor",2
"2015020540_59","Minor",2
"2015020540_71","Minor",2
"2015020540_135","Minor",2
"2015020540_154","Bench Minor",2
"2015020540_246","Minor",2
"2015020540_268","Minor",2
"2015020540_295","Minor",2
"2016020674_24","Minor",2
"2016020674_46","Minor",2
"2016020674_94","Minor",2
"2016020674_239","Minor",2
"2016020674_278","Minor",2
"2016020674_311","Minor",2
"2017020138_57","Minor",2
"2017020138_106","Minor",2
"2017020138_144","Minor",2
"2017020138_157","Minor",2
"2017020138_187","Minor",2
"2017020138_270","Minor",2
"2017020138_331","Minor",2
"2017020138_357","Minor",2
"2016020602_16","Minor",2
"2016020602_46","Minor",2
"2016020602_318","Minor",2
"2017020020_59","Minor",2
"2017020020_83","Minor",2
"2017020020_119","Minor",2
"2017020020_135","Minor",2
"2017020020_136","Minor",2
"2017020020_137","Minor",2
"2017020020_156","Minor",2
"2017020020_183","Minor",2
"2017020020_291","Minor",2
"2015020227_35","Minor",2
"2015020227_80","Minor",2
"2015020227_103","Minor",2
"2015020227_140","Minor",2
"2015020227_306","Minor",2
"2015020227_307","Minor",2
"2015020453_81","Minor",2
"2015020453_116","Minor",2
"2015020453_125","Minor",2
"2015020453_215","Minor",2
"2017021170_11","Minor",2
"2017021170_38","Minor",2
"2017021170_74","Minor",2
"2017021170_109","Minor",2
"2017021170_208","Minor",2
"2017021170_242","Minor",2
"2017021170_277","Minor",2
"2017021025_11","Minor",2
"2017021025_44","Minor",2
"2017021025_113","Minor",2
"2017021025_138","Minor",2
"2017021025_151","Minor",2
"2017021025_168","Minor",2
"2017021025_187","Minor",2
"2017021025_195","Minor",2
"2017021025_208","Minor",2
"2017021025_209","Minor",2
"2017021025_265","Minor",2
"2016020531_17","Minor",2
"2016020531_41","Minor",2
"2016020531_63","Minor",2
"2016020531_79","Bench Minor",2
"2016020531_114","Minor",2
"2016020438_18","Minor",2
"2016020438_22","Minor",2
"2016020438_25","Minor",2
"2016020438_42","Major",5
"2016020438_43","Minor",2
"2016020438_44","Major",5
"2016020438_119","Minor",2
"2016020438_179","Minor",2
"2016020438_223","Major",5
"2016020438_224","Major",5
"2016020438_261","Minor",2
"2016020435_15","Minor",2
"2016020435_76","Minor",2
"2016020435_94","Bench Minor",2
"2016020435_97","Minor",2
"2016020435_98","Minor",2
"2016020435_146","Minor",2
"2016020435_161","Minor",2
"2016020435_165","Minor",2
"2016020435_183","Minor",2
"2016020435_249","Minor",2
"2016020435_325","Minor",2
"2015021111_27","Major",5
"2015021111_28","Major",5
"2015021111_65","Minor",2
"2015021111_87","Minor",2
"2015021111_184","Minor",2
"2015021111_201","Minor",2
"2015021111_202","Misconduct",10
"2015021111_203","Game Misconduct",10
"2015021111_333","Minor",2
"2016020099_44","Minor",2
"2016020099_68","Minor",2
"2016020099_82","Minor",2
"2016020099_95","Minor",2
"2016020099_166","Minor",2
"2016020099_177","Minor",2
"2016020099_207","Minor",2
"2016020099_237","Minor",2
"2016020099_247","Major",5
"2016020099_248","Minor",2
"2016020099_249","Major",5
"2016020099_250","Misconduct",10
"2016020099_268","Minor",2
"2016020099_317","Minor",2
"2016020283_7","Minor",2
"2016020283_41","Minor",2
"2016020283_57","Minor",2
"2016020283_124","Minor",2
"2016020283_142","Minor",2
"2017020699_93","Minor",2
"2017020699_132","Minor",2
"2017020699_161","Minor",2
"2017020699_186","Minor",2
"2017020699_187","Minor",2
"2017020699_252","Bench Minor",2
"2017020699_299","Minor",2
"2017020699_314","Minor",2
"2015020239_7","Minor",2
"2015020239_13","Minor",2
"2015020239_45","Minor",2
"2015020239_145","Minor",2
"2015020239_163","Bench Minor",2
"2015020239_272","Minor",2
"2015020239_273","Minor",2
"2015020239_292","Minor",2
"2017020506_45","Minor",2
"2017020506_88","Minor",2
"2017020506_112","Minor",2
"2017020506_131","Minor",2
"2017020506_164","Major",5
"2017020506_165","Major",5
"2017020506_166","Major",5
"2017020506_167","Game Misconduct",10
"2017020506_168","Misconduct",10
"2017020506_169","Minor",2
"2017020506_184","Minor",2
"2017020506_244","Minor",2
"2017020506_252","Minor",2
"2017020506_308","Minor",2
"2017021194_73","Minor",2
"2017021194_78","Minor",2
"2017021194_149","Minor",2
"2017021194_157","Minor",2
"2017021194_163","Minor",2
"2017021194_190","Minor",2
"2017021194_207","Minor",2
"2017021194_233","Minor",2
"2017021194_251","Bench Minor",2
"2017021194_268","Minor",2
"2017021194_337","Minor",2
"2017021194_348","Penalty Shot",0
"2017020342_103","Minor",2
"2017020342_120","Minor",2
"2017020342_173","Minor",2
"2017020342_182","Minor",2
"2017020342_232","Minor",2
"2017021257_57","Minor",2
"2017021257_58","Minor",2
"2017021257_115","Minor",2
"2017021257_156","Minor",2
"2017021257_285","Minor",2
"2015020007_31","Minor",2
"2015020007_68","Minor",2
"2015020007_78","Penalty Shot",0
"2015020007_136","Minor",2
"2015020007_165","Minor",2
"2015020007_195","Minor",2
"2015020007_209","Minor",2
"2015020007_313","Penalty Shot",0
"2016020368_47","Minor",2
"2016020368_79","Minor",2
"2016020368_86","Minor",2
"2016020368_89","Minor",2
"2016020368_102","Minor",2
"2016020368_104","Minor",2
"2016020368_116","Minor",2
"2016020368_170","Minor",2
"2016020368_257","Minor",2
"2016020368_287","Minor",2
"2016020368_294","Minor",2
"2016020368_301","Minor",2
"2016020368_302","Minor",2
"2016020368_354","Minor",2
"2016020368_355","Minor",2
"2017021255_154","Minor",2
"2017021255_221","Minor",2
"2017021255_276","Minor",2
"2017021255_277","Minor",2
"2015020061_56","Minor",2
"2015020061_73","Minor",2
"2015020061_121","Minor",2
"2015020061_164","Minor",2
"2015020061_201","Minor",4
"2015020871_29","Minor",2
"2015020871_40","Minor",2
"2015020871_71","Minor",2
"2015020871_91","Minor",2
"2015020871_132","Minor",2
"2015020871_167","Minor",2
"2015020871_178","Major",5
"2015020871_183","Minor",2
"2015020871_188","Minor",2
"2015020871_194","Minor",2
"2015020871_256","Major",5
"2015020871_257","Game Misconduct",10
"2015020871_258","Minor",2
"2015020871_259","Minor",2
"2015020871_260","Minor",2
"2015021099_5","Minor",2
"2015021099_16","Minor",2
"2015021099_105","Minor",2
"2015021099_120","Bench Minor",2
"2015020971_18","Minor",2
"2015020971_60","Minor",2
"2015020971_94","Major",5
"2015020971_95","Major",5
"2015020971_96","Bench Minor",2
"2015020971_117","Minor",2
"2015020971_168","Major",5
"2015020971_169","Major",5
"2015020971_190","Minor",2
"2015020971_256","Minor",2
"2015020971_347","Minor",2
"2017021010_15","Minor",2
"2017021010_59","Minor",2
"2017021010_104","Minor",2
"2017021010_117","Major",5
"2017021010_118","Major",5
"2017021010_169","Minor",2
"2017020853_11","Minor",2
"2017020853_66","Minor",2
"2017020853_182","Minor",2
"2017020853_228","Minor",2
"2017020853_316","Minor",2
"2016020887_36","Minor",2
"2016020887_194","Minor",2
"2016020887_213","Minor",2
"2016020887_214","Minor",2
"2015020165_50","Minor",2
"2015020165_57","Minor",2
"2015020165_69","Minor",2
"2015020165_160","Minor",2
"2015020165_175","Minor",2
"2015020165_195","Minor",2
"2017020696_182","Minor",2
"2017020696_209","Minor",2
"2017020696_235","Minor",2
"2016020759_102","Minor",2
"2016020759_149","Minor",2
"2016020759_194","Minor",2
"2016020759_258","Minor",2
"2017020164_39","Minor",2
"2017020164_55","Minor",2
"2017020164_127","Minor",2
"2017020164_157","Minor",2
"2017020164_178","Minor",2
"2017020164_208","Minor",2
"2017020164_262","Minor",2
"2016020889_114","Minor",2
"2016020889_124","Minor",2
"2016020889_193","Minor",2
"2016020889_238","Minor",2
"2017020059_13","Minor",2
"2017020059_67","Minor",2
"2017020059_133","Minor",2
"2017020059_151","Minor",2
"2017020059_160","Minor",2
"2017020059_177","Minor",2
"2017020059_260","Minor",2
"2017020059_261","Minor",2
"2017020059_297","Minor",2
"2015020528_22","Minor",2
"2015020528_141","Minor",2
"2015020528_164","Minor",2
"2017020952_221","Minor",2
"2017020952_267","Minor",2
"2017020952_301","Minor",2
"2017020562_138","Minor",2
"2017020562_204","Minor",2
"2017020562_233","Minor",2
"2017020562_251","Minor",2
"2017020562_258","Minor",2
"2017020562_321","Minor",2
"2017020562_363","Minor",2
"2017021081_33","Minor",2
"2017021081_180","Minor",2
"2017021081_194","Minor",2
"2017021081_225","Minor",2
"2017021081_306","Minor",2
"2017021081_320","Minor",2
"2017021081_349","Minor",2
"2017020955_84","Minor",2
"2017020955_130","Minor",2
"2017020955_144","Minor",2
"2017020955_157","Penalty Shot",0
"2017020955_181","Minor",2
"2017020955_271","Bench Minor",2
"2017020955_305","Minor",2
"2016020305_15","Minor",2
"2016020305_67","Penalty Shot",0
"2016020305_87","Minor",2
"2017021218_121","Minor",2
"2017021218_164","Minor",2
"2017021218_200","Minor",2
"2017021218_208","Minor",2
"2017021218_234","Minor",2
"2016020425_14","Minor",2
"2016020425_118","Minor",2
"2016020425_127","Minor",2
"2016020425_174","Minor",2
"2016020425_230","Major",5
"2016020425_231","Major",5
"2016020425_272","Minor",2
"2016020425_305","Minor",2
"2016020425_314","Minor",4
"2016020425_353","Minor",2
"2016020425_363","Minor",2
"2017020058_33","Minor",2
"2017020058_58","Minor",2
"2017020058_152","Minor",2
"2017020058_193","Minor",2
"2017020058_217","Minor",2
"2017020058_224","Major",5
"2017020058_225","Minor",2
"2017020058_226","Misconduct",10
"2017020058_227","Minor",2
"2017020058_228","Major",5
"2017020058_238","Minor",4
"2017020058_284","Major",5
"2017020058_285","Major",5
"2017020058_295","Minor",2
"2017020058_304","Minor",2
"2016020650_47","Minor",2
"2016020650_100","Minor",2
"2016020650_131","Bench Minor",2
"2016020650_185","Minor",2
"2016020650_202","Minor",2
"2016020650_209","Minor",2
"2016020650_259","Minor",2
"2016020650_282","Minor",2
"2017020614_149","Minor",2
"2017020614_150","Minor",2
"2017020614_179","Bench Minor",2
"2017020614_184","Minor",2
"2017020614_278","Penalty Shot",0
"2015020988_60","Minor",2
"2015020988_128","Minor",2
"2015020988_129","Major",5
"2015020988_130","Major",5
"2015020988_131","Minor",2
"2015020988_133","Misconduct",10
"2015020988_158","Bench Minor",2
"2015020988_163","Minor",2
"2015020988_210","Minor",2
"2015020988_212","Minor",2
"2015020988_244","Minor",4
"2015020988_274","Minor",2
"2015020975_53","Minor",2
"2015020975_134","Minor",2
"2015020975_189","Minor",2
"2015020975_196","Minor",2
"2015020975_197","Minor",2
"2015020975_221","Minor",2
"2015020975_242","Minor",2
"2015020629_53","Major",5
"2015020629_54","Major",5
"2015020629_55","Minor",2
"2015020629_56","Misconduct",10
"2015020629_201","Major",5
"2015020629_202","Major",5
"2015020629_209","Minor",4
"2015020629_241","Major",5
"2015020629_242","Major",5
"2017020728_98","Bench Minor",2
"2017020728_180","Minor",2
"2017020728_248","Minor",2
"2017020728_264","Minor",2
"2016020678_79","Minor",2
"2016020678_87","Minor",2
"2016020678_106","Minor",2
"2016020678_107","Minor",2
"2016020678_140","Minor",2
"2016020678_141","Minor",2
"2016020678_160","Minor",2
"2016020678_198","Minor",2
"2016020678_262","Minor",2
"2016020678_311","Minor",2
"2016020678_318","Minor",2
"2016020678_342","Misconduct",10
"2015020797_30","Minor",2
"2015020797_31","Minor",2
"2015020797_57","Minor",2
"2015020797_78","Minor",2
"2015020797_89","Minor",2
"2015020797_114","Minor",2
"2015020797_157","Minor",2
"2015020797_158","Minor",2
"2015020797_159","Minor",2
"2015020797_163","Minor",2
"2015020797_166","Minor",2
"2015020797_186","Penalty Shot",0
"2015020797_199","Major",5
"2015020797_200","Major",5
"2015020797_221","Minor",4
"2015020797_225","Minor",2
"2015020797_282","Minor",2
"2015020797_297","Minor",2
"2015020909_23","Minor",2
"2015020909_86","Minor",2
"2015020909_128","Minor",2
"2015020909_144","Minor",2
"2015020909_200","Minor",2
"2015020909_267","Minor",2
"2015020909_275","Minor",2
"2015020909_320","Minor",2
"2015021069_26","Minor",2
"2015021069_142","Minor",2
"2015021069_143","Minor",2
"2015021069_160","Bench Minor",2
"2015021069_240","Minor",2
"2015021069_295","Minor",2
"2015021069_356","Minor",2
"2017020813_10","Minor",2
"2017020813_70","Minor",2
"2017020813_106","Minor",2
"2017020813_146","Minor",2
"2017020813_157","Minor",2
"2017020813_165","Minor",2
"2017020813_248","Minor",2
"2017020813_316","Minor",2
"2017020987_91","Minor",2
"2017020987_115","Minor",2
"2017020987_128","Minor",2
"2017020987_284","Minor",2
"2017020154_94","Minor",2
"2017020154_146","Minor",2
"2017020154_199","Minor",2
"2017020154_259","Minor",2
"2017020154_278","Minor",2
"2017020154_314","Minor",2
"2017020154_315","Minor",2
"2015021171_84","Minor",2
"2015021171_98","Minor",2
"2015021171_102","Minor",2
"2015021171_122","Minor",2
"2015021171_133","Minor",2
"2015021171_167","Minor",2
"2015021171_179","Minor",2
"2015021171_191","Minor",2
"2015021171_192","Minor",2
"2015021171_197","Minor",2
"2015021171_214","Minor",2
"2015021171_249","Minor",2
"2015021171_263","Minor",2
"2015021171_285","Bench Minor",2
"2015021171_304","Minor",2
"2016020966_14","Minor",2
"2016020966_65","Bench Minor",2
"2016020966_141","Minor",2
"2016020966_163","Minor",2
"2016020966_179","Minor",2
"2016021216_114","Minor",2
"2016021216_256","Minor",2
"2016020296_103","Minor",2
"2016020296_117","Minor",2
"2016020296_173","Minor",2
"2016020296_185","Minor",2
"2016020296_189","Minor",2
"2016020296_190","Minor",2
"2016020296_195","Minor",2
"2016020296_196","Minor",2
"2016020296_197","Minor",2
"2016020296_257","Minor",2
"2016020296_266","Minor",2
"2016020296_290","Minor",2
"2017020911_25","Minor",2
"2017020911_78","Minor",2
"2016020573_53","Minor",2
"2016020573_65","Minor",2
"2016020573_157","Minor",2
"2016020573_280","Minor",2
"2016020573_330","Minor",2
"2015021050_56","Minor",2
"2015021050_75","Major",5
"2015021050_76","Major",5
"2015021050_77","Minor",2
"2015021050_83","Minor",2
"2015021050_293","Minor",2
"2015021050_298","Minor",2
"2015020341_56","Minor",2
"2015020341_67","Minor",2
"2015020341_87","Minor",2
"2015020341_141","Minor",2
"2015020341_175","Minor",2
"2015020341_205","Minor",2
"2015020341_215","Minor",2
"2015020341_222","Minor",2
"2015020341_259","Minor",2
"2015020341_260","Minor",2
"2015021204_67","Minor",2
"2015021204_82","Minor",2
"2015021204_139","Minor",2
"2015021204_155","Minor",2
"2015021204_200","Minor",2
"2015021204_236","Minor",2
"2015021204_247","Minor",2
"2015021204_277","Minor",2
"2015021204_278","Minor",2
"2015020835_28","Minor",2
"2015020835_42","Minor",2
"2015020835_100","Minor",2
"2015020835_153","Minor",2
"2015020835_201","Minor",2
"2015020835_207","Minor",2
"2015020835_224","Minor",4
"2015020835_226","Minor",2
"2016020603_50","Minor",2
"2016020603_54","Minor",2
"2016020603_86","Minor",2
"2016020603_162","Minor",2
"2016020603_199","Minor",2
"2016020603_251","Minor",2
"2016020603_301","Minor",2
"2016020679_40","Minor",2
"2016020679_110","Minor",2
"2016020679_196","Minor",2
