"play_id","strength","gameWinningGoal","emptyNet"
"2017021046_82","Even",FALSE,FALSE
"2017021046_236","Power Play",FALSE,FALSE
"2017021046_265","Power Play",TRUE,FALSE
"2015020201_96","Even",FALSE,FALSE
"2015020201_179","Even",FALSE,FALSE
"2015020201_204","Power Play",TRUE,FALSE
"2015020201_212","Even",FALSE,FALSE
"2015020201_274","Even",FALSE,FALSE
"2015020079_79","Even",FALSE,FALSE
"2015020079_207","Power Play",FALSE,FALSE
"2015020079_210","Even",TRUE,FALSE
"2017020214_17","Even",FALSE,FALSE
"2017020214_70","Even",FALSE,FALSE
"2017020214_116","Even",FALSE,FALSE
"2017020214_124","Power Play",FALSE,FALSE
"2017020214_145","Power Play",FALSE,FALSE
"2017020214_167","Even",TRUE,FALSE
"2017020214_187","Even",FALSE,FALSE
"2017020214_240","Even",FALSE,FALSE
"2017020214_332","Even",FALSE,FALSE
"2017020214_335","Even",FALSE,FALSE
"2016020683_211","Power Play",FALSE,FALSE
"2016020683_286","Power Play",FALSE,FALSE
"2016020683_333","Even",TRUE,FALSE
"2017020285_5","Even",FALSE,FALSE
"2017020285_121","Even",FALSE,FALSE
"2017020285_188","Even",TRUE,FALSE
"2017020285_211","Even",FALSE,FALSE
"2017020285_248","Even",FALSE,FALSE
"2017020285_270","Power Play",FALSE,FALSE
"2017020285_289","Power Play",FALSE,FALSE
"2017020285_320","Power Play",FALSE,FALSE
"2017020423_113","Even",TRUE,FALSE
"2017020423_159","Power Play",FALSE,FALSE
"2017020423_222","Even",FALSE,FALSE
"2015020516_15","Even",FALSE,FALSE
"2015020516_37","Even",FALSE,FALSE
"2015020516_79","Even",FALSE,FALSE
"2015020516_212","Even",FALSE,FALSE
"2015020516_222","Even",FALSE,FALSE
"2015020516_256","Power Play",FALSE,FALSE
"2015020516_262","Power Play",TRUE,FALSE
"2015020516_316","Even",FALSE,TRUE
"2017020930_56","Even",FALSE,FALSE
"2017020930_74","Even",FALSE,FALSE
"2017020930_100","Even",FALSE,FALSE
"2017020930_232","Even",FALSE,FALSE
"2017020930_240","Even",FALSE,FALSE
"2017020930_304","Even",FALSE,FALSE
"2017020930_349","Even",FALSE,NA
"2017020301_48","Power Play",FALSE,FALSE
"2017020301_61","Power Play",FALSE,FALSE
"2017020301_66","Even",TRUE,FALSE
"2017020301_319","Power Play",FALSE,FALSE
"2015021029_62","Even",FALSE,FALSE
"2015021029_144","Power Play",FALSE,FALSE
"2015021029_161","Short Handed",FALSE,FALSE
"2015021029_198","Even",FALSE,FALSE
"2015021029_243","Power Play",TRUE,FALSE
"2015021029_251","Even",FALSE,FALSE
"2015021029_319","Even",FALSE,TRUE
"2016020884_14","Even",FALSE,FALSE
"2016020884_55","Power Play",FALSE,FALSE
"2016020884_218","Power Play",TRUE,FALSE
"2016020884_302","Even",FALSE,FALSE
"2017021066_10","Even",FALSE,FALSE
"2017021066_22","Even",FALSE,FALSE
"2017021066_48","Power Play",FALSE,FALSE
"2017021066_79","Power Play",TRUE,FALSE
"2017021066_135","Even",FALSE,FALSE
"2017021066_195","Even",FALSE,FALSE
"2017021066_313","Even",FALSE,FALSE
"2016020906_13","Even",FALSE,FALSE
"2016020906_114","Even",FALSE,FALSE
"2016020906_139","Even",FALSE,FALSE
"2016020906_155","Power Play",TRUE,FALSE
"2016020906_254","Power Play",FALSE,FALSE
"2016020906_278","Even",FALSE,FALSE
"2016020906_286","Even",FALSE,TRUE
"2017021087_40","Even",TRUE,FALSE
"2017021087_47","Even",FALSE,FALSE
"2017021087_215","Power Play",FALSE,FALSE
"2016020885_10","Even",FALSE,FALSE
"2016020885_38","Even",FALSE,FALSE
"2016020885_77","Power Play",FALSE,FALSE
"2016020885_203","Even",FALSE,FALSE
"2016020885_212","Even",FALSE,FALSE
"2016020885_228","Power Play",FALSE,FALSE
"2016020885_232","Even",FALSE,FALSE
"2016020885_262","Power Play",FALSE,FALSE
"2016020885_363","Even",TRUE,FALSE
"2016020560_170","Even",FALSE,FALSE
"2016020560_199","Even",FALSE,FALSE
"2016020560_227","Even",TRUE,FALSE
"2016020986_37","Power Play",FALSE,FALSE
"2016020986_71","Power Play",FALSE,FALSE
"2016020986_169","Even",FALSE,FALSE
"2016020986_294","Power Play",TRUE,FALSE
"2016020986_314","Even",FALSE,FALSE
"2016020986_324","Even",FALSE,TRUE
"2015020906_101","Even",FALSE,FALSE
"2015020906_130","Power Play",FALSE,FALSE
"2015020906_145","Power Play",FALSE,FALSE
"2015020906_184","Even",FALSE,FALSE
"2015020906_232","Even",TRUE,FALSE
"2017020625_36","Even",FALSE,FALSE
"2017020625_116","Even",FALSE,FALSE
"2017020625_135","Even",FALSE,FALSE
"2017020625_159","Even",FALSE,FALSE
"2017020625_202","Even",FALSE,FALSE
"2017020625_228","Even",TRUE,FALSE
"2017020625_328","Even",FALSE,FALSE
"2015020646_224","Even",FALSE,FALSE
"2015020646_246","Even",FALSE,FALSE
"2015020646_256","Power Play",TRUE,FALSE
"2015020646_315","Even",FALSE,TRUE
"2016020119_31","Short Handed",TRUE,FALSE
"2016020119_206","Even",FALSE,FALSE
"2016020119_242","Power Play",FALSE,FALSE
"2016020119_255","Even",FALSE,FALSE
"2016020070_108","Power Play",FALSE,FALSE
"2016020070_123","Even",FALSE,FALSE
"2016020070_132","Even",FALSE,FALSE
"2016020070_141","Even",FALSE,FALSE
"2016020070_182","Even",FALSE,FALSE
"2016020070_191","Even",TRUE,FALSE
"2016020070_205","Even",FALSE,FALSE
"2016020070_269","Power Play",FALSE,FALSE
"2016020070_289","Even",FALSE,FALSE
"2016020348_264","Even",TRUE,FALSE
"2016020348_287","Even",FALSE,FALSE
"2016020348_293","Even",FALSE,FALSE
"2016021004_56","Even",FALSE,FALSE
"2016021004_65","Even",FALSE,FALSE
"2016021004_117","Power Play",FALSE,FALSE
"2016021004_158","Even",FALSE,FALSE
"2016021004_348","Even",TRUE,FALSE
"2015020540_46","Power Play",FALSE,FALSE
"2015020540_54","Even",FALSE,FALSE
"2015020540_73","Power Play",FALSE,FALSE
"2015020540_169","Even",FALSE,FALSE
"2015020540_180","Even",FALSE,FALSE
"2015020540_263","Power Play",TRUE,FALSE
"2015020540_266","Even",FALSE,FALSE
"2015020540_271","Power Play",FALSE,FALSE
"2015020540_314","Even",FALSE,TRUE
"2016020674_9","Even",FALSE,FALSE
"2016020674_26","Short Handed",FALSE,FALSE
"2016020674_53","Power Play",FALSE,FALSE
"2016020674_83","Even",FALSE,FALSE
"2016020674_98","Power Play",FALSE,FALSE
"2016020674_126","Even",FALSE,FALSE
"2016020674_151","Even",FALSE,FALSE
"2016020674_172","Even",FALSE,FALSE
"2016020674_175","Even",FALSE,FALSE
"2016020674_274","Even",FALSE,FALSE
"2016020674_319","Even",FALSE,NA
"2016020674_320","Even",FALSE,NA
"2016020674_321","Even",FALSE,NA
"2017020138_64","Short Handed",FALSE,FALSE
"2017020138_191","Power Play",FALSE,FALSE
"2017020138_216","Even",TRUE,FALSE
"2016020602_71","Even",FALSE,FALSE
"2016020602_89","Even",FALSE,FALSE
"2016020602_97","Even",FALSE,FALSE
"2016020602_111","Even",FALSE,FALSE
"2016020602_234","Even",TRUE,FALSE
"2016020602_243","Even",FALSE,FALSE
"2016020602_246","Even",FALSE,FALSE
"2016020602_277","Even",FALSE,FALSE
"2016020602_296","Even",FALSE,FALSE
"2017020020_8","Even",FALSE,FALSE
"2017020020_140","Short Handed",FALSE,FALSE
"2017020020_144","Short Handed",FALSE,FALSE
"2017020020_149","Even",TRUE,FALSE
"2017020020_164","Short Handed",FALSE,FALSE
"2017020020_192","Short Handed",FALSE,FALSE
"2017020020_245","Even",FALSE,FALSE
"2017020020_289","Even",FALSE,FALSE
"2017020020_311","Even",FALSE,TRUE
"2015020227_8","Even",FALSE,FALSE
"2015020227_22","Even",FALSE,FALSE
"2015020227_181","Even",FALSE,FALSE
"2015020227_243","Even",TRUE,FALSE
"2015020227_319","Even",FALSE,FALSE
"2015020227_342","Even",FALSE,TRUE
"2015020453_156","Even",TRUE,FALSE
"2015020453_192","Even",FALSE,FALSE
"2017021170_18","Even",FALSE,FALSE
"2017021170_33","Even",FALSE,FALSE
"2017021170_43","Power Play",TRUE,FALSE
"2017021170_81","Short Handed",FALSE,FALSE
"2017021170_177","Even",FALSE,FALSE
"2017021170_224","Even",FALSE,FALSE
"2017021025_263","Even",TRUE,FALSE
"2017021025_327","Even",FALSE,TRUE
"2016020531_23","Power Play",FALSE,FALSE
"2016020531_100","Even",TRUE,FALSE
"2016020531_235","Even",FALSE,FALSE
"2016020438_53","Even",FALSE,FALSE
"2016020438_127","Even",TRUE,FALSE
"2016020438_158","Even",FALSE,FALSE
"2016020438_243","Even",FALSE,FALSE
"2016020438_249","Even",FALSE,FALSE
"2016020438_278","Even",FALSE,FALSE
"2016020435_43","Even",FALSE,FALSE
"2016020435_169","Power Play",FALSE,FALSE
"2016020435_313","Even",FALSE,FALSE
"2016020435_328","Power Play",FALSE,FALSE
"2016020435_380","Even",FALSE,NA
"2015021111_31","Even",FALSE,FALSE
"2015021111_69","Power Play",FALSE,FALSE
"2015021111_129","Even",FALSE,FALSE
"2015021111_166","Even",FALSE,FALSE
"2015021111_170","Even",FALSE,FALSE
"2015021111_187","Power Play",FALSE,FALSE
"2015021111_219","Even",TRUE,FALSE
"2015021111_315","Even",FALSE,FALSE
"2015021111_348","Even",FALSE,TRUE
"2016020099_36","Even",FALSE,FALSE
"2016020099_62","Even",FALSE,FALSE
"2016020099_158","Even",FALSE,FALSE
"2016020099_187","Power Play",FALSE,FALSE
"2016020099_246","Even",FALSE,FALSE
"2016020099_259","Short Handed",FALSE,FALSE
"2016020099_266","Even",FALSE,FALSE
"2016020099_303","Even",TRUE,FALSE
"2016020099_320","Power Play",FALSE,FALSE
"2016020283_46","Power Play",FALSE,FALSE
"2016020283_116","Even",FALSE,FALSE
"2016020283_144","Short Handed",FALSE,FALSE
"2016020283_161","Even",FALSE,FALSE
"2016020283_170","Even",TRUE,FALSE
"2016020283_280","Even",FALSE,TRUE
"2017020699_69","Even",FALSE,FALSE
"2017020699_280","Even",FALSE,FALSE
"2017020699_324","Even",FALSE,NA
"2015020239_15","Power Play",FALSE,FALSE
"2015020239_26","Even",FALSE,FALSE
"2015020239_29","Even",FALSE,FALSE
"2015020239_77","Even",FALSE,FALSE
"2015020239_142","Even",FALSE,FALSE
"2015020239_269","Even",FALSE,FALSE
"2015020239_297","Power Play",TRUE,FALSE
"2015020239_324","Even",FALSE,TRUE
"2015020239_326","Even",FALSE,TRUE
"2017020506_178","Even",TRUE,FALSE
"2017020506_217","Even",FALSE,FALSE
"2017021194_33","Even",FALSE,FALSE
"2017021194_44","Even",FALSE,FALSE
"2017021194_57","Even",FALSE,FALSE
"2017021194_66","Even",FALSE,FALSE
"2017021194_182","Even",FALSE,FALSE
"2017021194_279","Even",FALSE,FALSE
"2017021194_306","Even",TRUE,FALSE
"2017021194_360","Even",FALSE,TRUE
"2017020342_55","Even",FALSE,FALSE
"2017020342_58","Even",FALSE,FALSE
"2017020342_125","Even",FALSE,FALSE
"2017020342_138","Even",FALSE,FALSE
"2017020342_240","Even",TRUE,FALSE
"2017020342_252","Even",FALSE,FALSE
"2017020342_274","Even",FALSE,TRUE
"2017021257_34","Even",TRUE,FALSE
"2017021257_159","Power Play",FALSE,FALSE
"2017021257_182","Even",FALSE,FALSE
"2017021257_185","Even",FALSE,FALSE
"2017021257_253","Even",FALSE,FALSE
"2015020007_113","Even",FALSE,FALSE
"2015020007_158","Even",FALSE,FALSE
"2015020007_169","Power Play",FALSE,FALSE
"2015020007_203","Power Play",FALSE,FALSE
"2015020007_319","Even",TRUE,FALSE
"2015020693_21","Even",FALSE,FALSE
"2015020693_239","Even",FALSE,FALSE
"2015020693_256","Even",FALSE,FALSE
"2015020693_268","Even",FALSE,FALSE
"2015020693_283","Even",TRUE,FALSE
"2015020693_334","Even",FALSE,TRUE
"2016020368_5","Even",FALSE,FALSE
"2016020368_119","Power Play",FALSE,FALSE
"2016020368_182","Even",FALSE,FALSE
"2016020368_350","Even",FALSE,FALSE
"2016020368_402","Even",FALSE,NA
"2016020368_404","Even",FALSE,NA
"2017021255_89","Even",FALSE,FALSE
"2017021255_241","Even",FALSE,FALSE
"2017021255_243","Even",TRUE,FALSE
"2017021255_263","Even",FALSE,FALSE
"2017021255_284","Even",FALSE,TRUE
"2015020061_29","Even",FALSE,FALSE
"2015020061_147","Even",FALSE,FALSE
"2015020061_278","Even",TRUE,FALSE
"2015020061_282","Even",FALSE,TRUE
"2015020871_76","Power Play",TRUE,FALSE
"2015020871_93","Short Handed",FALSE,FALSE
"2015020871_234","Even",FALSE,FALSE
"2015020871_249","Even",FALSE,FALSE
"2015021099_131","Even",FALSE,FALSE
"2015021099_179","Even",TRUE,FALSE
"2015021099_183","Even",FALSE,FALSE
"2015021099_236","Even",FALSE,FALSE
"2015020971_42","Even",FALSE,FALSE
"2015020971_209","Even",FALSE,FALSE
"2015020971_224","Even",FALSE,FALSE
"2015020971_235","Even",FALSE,FALSE
"2015020971_292","Even",TRUE,FALSE
"2015020971_337","Even",FALSE,TRUE
"2015020971_343","Even",FALSE,TRUE
"2017021010_19","Power Play",FALSE,FALSE
"2017021010_42","Even",FALSE,FALSE
"2017021010_127","Even",FALSE,FALSE
"2017021010_147","Even",TRUE,FALSE
"2017021010_183","Even",FALSE,FALSE
"2017021010_218","Even",FALSE,FALSE
"2017021010_246","Even",FALSE,FALSE
"2017021010_286","Even",FALSE,FALSE
"2017021010_305","Even",FALSE,FALSE
"2017020853_121","Even",FALSE,FALSE
"2017020853_125","Even",FALSE,FALSE
"2017020853_223","Even",TRUE,FALSE
"2017020853_273","Even",FALSE,FALSE
"2017020853_306","Even",FALSE,TRUE
"2016020887_30","Even",FALSE,FALSE
"2016020887_106","Even",TRUE,FALSE
"2016020887_161","Even",FALSE,FALSE
"2016020887_208","Even",FALSE,FALSE
"2016020887_289","Even",FALSE,TRUE
"2015020165_61","Power Play",FALSE,FALSE
"2015020165_84","Even",FALSE,FALSE
"2015020165_180","Power Play",FALSE,FALSE
"2015020165_204","Even",FALSE,FALSE
"2015020165_240","Even",TRUE,FALSE
"2015020165_270","Even",FALSE,FALSE
"2015020165_300","Even",FALSE,FALSE
"2017020696_37","Even",FALSE,FALSE
"2017020696_62","Even",FALSE,FALSE
"2017020696_161","Even",FALSE,FALSE
"2017020696_185","Power Play",TRUE,FALSE
"2017020696_229","Even",FALSE,FALSE
"2017020696_280","Even",FALSE,FALSE
"2017020696_296","Even",FALSE,TRUE
"2016020759_30","Even",FALSE,FALSE
"2016020759_202","Power Play",FALSE,FALSE
"2016020759_231","Even",TRUE,FALSE
"2016020759_294","Even",FALSE,TRUE
"2017020164_62","Power Play",FALSE,FALSE
"2017020164_72","Even",FALSE,FALSE
"2017020164_220","Even",TRUE,FALSE
"2016020889_103","Even",FALSE,FALSE
"2016020889_118","Power Play",FALSE,FALSE
"2016020889_120","Even",FALSE,FALSE
"2016020889_187","Even",FALSE,FALSE
"2016020889_210","Even",FALSE,FALSE
"2016020889_218","Even",TRUE,FALSE
"2016020889_244","Power Play",FALSE,FALSE
"2016020889_265","Even",FALSE,TRUE
"2017020059_74","Even",FALSE,FALSE
"2017020059_205","Even",FALSE,FALSE
"2017020059_253","Even",TRUE,FALSE
"2017020059_304","Even",FALSE,TRUE
"2015020528_122","Even",FALSE,FALSE
"2015020528_130","Even",TRUE,FALSE
"2015020528_278","Even",FALSE,FALSE
"2015020528_314","Even",FALSE,TRUE
"2017020952_116","Even",FALSE,FALSE
"2017020952_257","Even",FALSE,FALSE
"2017020952_278","Even",TRUE,FALSE
"2017020562_64","Even",FALSE,FALSE
"2017020562_100","Even",FALSE,FALSE
"2017020562_169","Even",FALSE,FALSE
"2017020562_226","Even",FALSE,FALSE
"2017020562_266","Power Play",FALSE,FALSE
"2017020562_303","Even",FALSE,FALSE
"2017020562_324","Power Play",FALSE,FALSE
"2017020562_346","Even",FALSE,FALSE
"2017020562_385","Even",FALSE,NA
"2017020562_387","Even",FALSE,NA
"2017021081_41","Short Handed",FALSE,FALSE
"2017021081_53","Even",FALSE,FALSE
"2017021081_120","Even",FALSE,FALSE
"2017021081_123","Even",TRUE,FALSE
"2017021081_191","Power Play",FALSE,FALSE
"2017021081_244","Even",FALSE,FALSE
"2017021081_265","Even",FALSE,FALSE
"2017021081_289","Even",FALSE,FALSE
"2017021081_308","Power Play",FALSE,FALSE
"2017021081_333","Even",FALSE,FALSE
"2017021081_356","Power Play",FALSE,FALSE
"2017020955_8","Even",FALSE,FALSE
"2017020955_147","Even",FALSE,FALSE
"2017020955_178","Even",FALSE,FALSE
"2017020955_185","Power Play",FALSE,FALSE
"2017020955_209","Even",TRUE,FALSE
"2017020955_230","Even",FALSE,FALSE
"2017020955_236","Even",FALSE,FALSE
"2017020955_341","Even",FALSE,FALSE
"2016020305_17","Power Play",FALSE,FALSE
"2016020305_139","Even",FALSE,FALSE
"2016020305_142","Even",FALSE,FALSE
"2016020305_309","Even",FALSE,FALSE
"2016020305_312","Even",TRUE,FALSE
"2017021218_53","Even",FALSE,FALSE
"2017021218_111","Even",FALSE,FALSE
"2017021218_190","Even",FALSE,FALSE
"2017021218_231","Even",FALSE,FALSE
"2017021218_240","Power Play",FALSE,FALSE
"2017021218_286","Even",FALSE,FALSE
"2017021218_301","Even",TRUE,FALSE
"2016020425_131","Power Play",FALSE,FALSE
"2016020425_313","Power Play",TRUE,FALSE
"2016020425_366","Power Play",FALSE,FALSE
"2016020425_377","Short Handed",FALSE,TRUE
"2017020058_75","Even",FALSE,FALSE
"2017020058_154","Power Play",FALSE,FALSE
"2017020058_195","Power Play",FALSE,FALSE
"2017020058_206","Even",TRUE,FALSE
"2017020058_215","Even",FALSE,FALSE
"2017020058_242","Power Play",FALSE,FALSE
"2017020058_250","Power Play",FALSE,FALSE
"2016020650_18","Even",FALSE,FALSE
"2016020650_206","Power Play",FALSE,FALSE
"2016020650_289","Power Play",FALSE,FALSE
"2016020650_326","Even",FALSE,FALSE
"2016020650_364","Even",TRUE,FALSE
"2017020614_77","Even",FALSE,FALSE
"2017020614_218","Even",FALSE,FALSE
"2017020614_335","Even",TRUE,FALSE
"2015020988_7","Even",FALSE,FALSE
"2015020988_46","Even",FALSE,FALSE
"2015020988_77","Even",FALSE,FALSE
"2015020988_100","Even",FALSE,FALSE
"2015020988_104","Even",FALSE,FALSE
"2015020988_142","Even",FALSE,FALSE
"2015020988_161","Power Play",FALSE,FALSE
"2015020988_330","Even",FALSE,FALSE
"2015020988_378","Even",TRUE,FALSE
"2015020975_65","Even",FALSE,FALSE
"2015020975_149","Even",FALSE,FALSE
"2015020975_160","Even",FALSE,FALSE
"2015020975_192","Power Play",FALSE,FALSE
"2015020975_214","Even",FALSE,FALSE
"2015020975_231","Even",FALSE,FALSE
"2015020975_294","Even",TRUE,FALSE
"2015020629_27","Even",FALSE,FALSE
"2015020629_48","Even",TRUE,FALSE
"2015020629_76","Even",FALSE,FALSE
"2017020728_11","Even",FALSE,FALSE
"2017020728_164","Even",FALSE,FALSE
"2017020728_240","Even",TRUE,FALSE
"2017020728_269","Power Play",FALSE,FALSE
"2016020678_94","Even",TRUE,FALSE
